Customer_ID,custcare_Mean,new_cell,area,creditcd
1002180,0.0,N,NORTHWEST-ROCKY MOUNTAIN AREA,Y
1002184,0.0,Y,DALLAS AREA,Y
1002203,0.666666667,Y,DC-MARYLAND-VIRGINIA AREA,Y
1002253,2.333333333,U,NORTHWEST-ROCKY MOUNTAIN AREA,Y
1002267,0.0,N,OHIO AREA,Y
1002272,0.0,N,CALIFORNIA NORTH AREA,Y
1002282,1.333333333,N,NEW YORK CITY AREA,N
1002283,0.0,N,NEW YORK CITY AREA,Y
1002287,4.666666667,N,CENTRAL-SOUTH TEXAS AREA,Y
1002334,1.333333333,U,NEW YORK CITY AREA,N
1002337,0.0,Y,TENNESSEE AREA,Y
1002363,0.0,Y,NEW ENGLAND AREA,Y
1002366,1.0,U,CENTRAL-SOUTH TEXAS AREA,Y
1002368,1.333333333,N,NEW ENGLAND AREA,Y
1002382,0.0,Y,DALLAS AREA,Y
1002388,0.0,N,CALIFORNIA NORTH AREA,Y
1002389,0.0,Y,DALLAS AREA,Y
1002394,0.0,Y,MIDWEST AREA,Y
1002398,0.0,N,NORTHWEST-ROCKY MOUNTAIN AREA,Y
1002399,0.0,Y,SOUTHWEST AREA,Y
1002430,6.666666667,Y,NEW YORK CITY AREA,N
1002493,0.0,Y,NORTHWEST-ROCKY MOUNTAIN AREA,Y
1002498,0.0,U,DALLAS AREA,Y
1002530,0.0,N,SOUTHWEST AREA,Y
1002532,0.0,N,MIDWEST AREA,N
1002540,0.0,N,DALLAS AREA,N
1002549,0.333333333,Y,NORTHWEST-ROCKY MOUNTAIN AREA,Y
1002564,0.0,N,PHILADELPHIA AREA,Y
1002576,0.0,N,NORTHWEST-ROCKY MOUNTAIN AREA,Y
1002580,0.333333333,N,CALIFORNIA NORTH AREA,Y
1002581,0.0,Y,CENTRAL-SOUTH TEXAS AREA,Y
1002595,0.0,N,SOUTH FLORIDA AREA,Y
1002614,0.0,Y,MIDWEST AREA,Y
1002619,0.333333333,Y,MIDWEST AREA,Y
1002636,0.0,N,CALIFORNIA NORTH AREA,Y
1002643,0.0,N,DALLAS AREA,Y
1002654,1.0,Y,CHICAGO AREA,Y
1002667,3.333333333,N,MIDWEST AREA,Y
1002695,0.0,N,CENTRAL-SOUTH TEXAS AREA,N
1002702,3.0,N,GREAT LAKES AREA,N
1002716,2.0,Y,GREAT LAKES AREA,Y
1002736,2.0,Y,DALLAS AREA,Y
1002743,0.0,Y,SOUTH FLORIDA AREA,Y
1002744,0.0,N,NEW YORK CITY AREA,Y
1002747,0.0,U,SOUTH FLORIDA AREA,N
1002759,0.0,Y,OHIO AREA,
1002769,0.666666667,N,NORTHWEST-ROCKY MOUNTAIN AREA,Y
1002806,1.666666667,U,CENTRAL-SOUTH TEXAS AREA,N
1002819,2.666666667,Y,MIDWEST AREA,N
1002824,0.0,Y,HOUSTON AREA,Y
1002825,0.0,N,TENNESSEE AREA,N
1002831,0.0,Y,HOUSTON AREA,N
1002834,8.666666667,Y,NORTHWEST-ROCKY MOUNTAIN AREA,Y
1002837,13.0,Y,DC-MARYLAND-VIRGINIA AREA,Y
1002846,3.666666667,Y,CALIFORNIA NORTH AREA,Y
1002847,1.333333333,Y,NORTHWEST-ROCKY MOUNTAIN AREA,N
1002855,0.0,N,DALLAS AREA,Y
1002860,0.0,Y,CENTRAL-SOUTH TEXAS AREA,N
1002885,0.0,Y,NORTHWEST-ROCKY MOUNTAIN AREA,Y
1002932,5.0,N,NEW ENGLAND AREA,Y
1002958,0.333333333,Y,NORTHWEST-ROCKY MOUNTAIN AREA,Y
1002962,5.666666667,N,GREAT LAKES AREA,Y
1002973,1.333333333,U,SOUTH FLORIDA AREA,N
1002986,0.666666667,Y,HOUSTON AREA,Y
1003001,0.333333333,Y,PHILADELPHIA AREA,N
1003005,0.0,N,MIDWEST AREA,Y
1003014,0.0,N,CENTRAL-SOUTH TEXAS AREA,Y
1003037,0.0,N,NEW YORK CITY AREA,Y
1003041,0.0,N,MIDWEST AREA,Y
1003077,0.0,Y,NEW YORK CITY AREA,N
1003081,0.0,Y,SOUTH FLORIDA AREA,Y
1003089,0.0,N,NORTHWEST-ROCKY MOUNTAIN AREA,Y
1003099,0.666666667,Y,NORTH FLORIDA AREA,Y
1003107,0.0,N,CENTRAL-SOUTH TEXAS AREA,Y
1003118,0.333333333,Y,SOUTH FLORIDA AREA,Y
1003128,4.666666667,U,CENTRAL-SOUTH TEXAS AREA,Y
1003155,0.333333333,N,MIDWEST AREA,Y
1003169,0.666666667,Y,NORTHWEST-ROCKY MOUNTAIN AREA,N
1003206,0.333333333,U,SOUTH FLORIDA AREA,N
1003232,0.0,U,NORTHWEST-ROCKY MOUNTAIN AREA,Y
1003266,0.0,N,MIDWEST AREA,Y
1003284,0.0,U,CALIFORNIA NORTH AREA,Y
1003286,0.0,Y,TENNESSEE AREA,N
1003292,0.0,Y,MIDWEST AREA,Y
1003294,1.333333333,U,GREAT LAKES AREA,N
1003331,0.0,N,CENTRAL-SOUTH TEXAS AREA,Y
1003338,0.0,N,NEW YORK CITY AREA,Y
1003349,2.333333333,N,GREAT LAKES AREA,Y
1003365,0.0,U,NEW YORK CITY AREA,N
1003382,0.0,U,CALIFORNIA NORTH AREA,Y
1003405,0.333333333,Y,CALIFORNIA NORTH AREA,Y
1003409,4.666666667,Y,NEW YORK CITY AREA,Y
1003476,0.333333333,N,CENTRAL-SOUTH TEXAS AREA,Y
1003487,0.0,Y,NORTHWEST-ROCKY MOUNTAIN AREA,N
1003496,0.0,Y,MIDWEST AREA,Y
1003504,0.0,N,CALIFORNIA NORTH AREA,Y
1003505,0.333333333,Y,NEW ENGLAND AREA,Y
1003506,0.0,N,DALLAS AREA,Y
1003539,0.0,U,CALIFORNIA NORTH AREA,Y
1003541,0.0,Y,CALIFORNIA NORTH AREA,Y
1003559,0.333333333,N,SOUTH FLORIDA AREA,Y
1003563,0.0,Y,CALIFORNIA NORTH AREA,Y
1003569,1.666666667,U,NEW YORK CITY AREA,Y
1003574,0.0,Y,NORTHWEST-ROCKY MOUNTAIN AREA,Y
1003576,0.0,N,NEW YORK CITY AREA,Y
1003577,0.0,U,DALLAS AREA,Y
1003580,0.0,Y,DC-MARYLAND-VIRGINIA AREA,Y
1003584,0.0,Y,TENNESSEE AREA,Y
1003587,0.0,U,MIDWEST AREA,Y
1003599,0.0,U,DALLAS AREA,Y
1003615,0.0,U,GREAT LAKES AREA,Y
1003635,1.333333333,Y,SOUTHWEST AREA,Y
1003663,0.0,N,NEW YORK CITY AREA,Y
1003690,0.0,Y,DC-MARYLAND-VIRGINIA AREA,Y
1003697,0.0,Y,GREAT LAKES AREA,Y
1003707,0.0,Y,DALLAS AREA,N
1003711,0.0,U,CALIFORNIA NORTH AREA,Y
1003714,0.0,N,TENNESSEE AREA,Y
1003734,12.33333333,N,CALIFORNIA NORTH AREA,Y
1003744,0.0,N,NEW YORK CITY AREA,N
1003749,0.0,Y,NORTHWEST-ROCKY MOUNTAIN AREA,Y
1003767,0.333333333,Y,CALIFORNIA NORTH AREA,Y
1003777,1.333333333,N,DC-MARYLAND-VIRGINIA AREA,Y
1003785,0.0,U,ATLANTIC SOUTH AREA,Y
1003786,0.0,N,GREAT LAKES AREA,Y
1003789,1.0,U,NORTH FLORIDA AREA,Y
1003794,0.0,N,NEW YORK CITY AREA,Y
1003795,0.0,U,MIDWEST AREA,Y
1003800,0.666666667,Y,DALLAS AREA,Y
1003802,0.0,U,DALLAS AREA,Y
1003816,0.666666667,Y,SOUTHWEST AREA,Y
1003828,0.0,U,NEW ENGLAND AREA,Y
1003837,0.0,U,NEW YORK CITY AREA,Y
1003856,0.0,U,NEW YORK CITY AREA,N
1003860,0.0,U,NORTHWEST-ROCKY MOUNTAIN AREA,Y
1003865,0.0,U,DC-MARYLAND-VIRGINIA AREA,Y
1003891,0.0,U,SOUTH FLORIDA AREA,Y
1003915,3.333333333,N,NEW YORK CITY AREA,Y
1003917,0.666666667,Y,CHICAGO AREA,N
1003929,0.0,N,NORTHWEST-ROCKY MOUNTAIN AREA,Y
1003954,0.0,N,GREAT LAKES AREA,
1003955,0.666666667,U,NEW ENGLAND AREA,Y
1003975,0.0,Y,CENTRAL-SOUTH TEXAS AREA,Y
1003981,3.0,Y,MIDWEST AREA,Y
1003986,0.0,Y,NEW YORK CITY AREA,Y
1004023,0.0,U,NORTHWEST-ROCKY MOUNTAIN AREA,Y
1004033,0.666666667,Y,DC-MARYLAND-VIRGINIA AREA,Y
1004066,10.66666667,U,DALLAS AREA,Y
1004077,0.0,N,CALIFORNIA NORTH AREA,Y
1004085,1.0,N,SOUTH FLORIDA AREA,N
1004086,0.333333333,Y,DC-MARYLAND-VIRGINIA AREA,Y
1004108,9.0,Y,NEW YORK CITY AREA,Y
1004110,0.0,N,NORTHWEST-ROCKY MOUNTAIN AREA,Y
1004123,0.0,Y,CALIFORNIA NORTH AREA,Y
1004135,3.333333333,U,NEW YORK CITY AREA,Y
1004136,0.0,U,PHILADELPHIA AREA,Y
1004137,0.333333333,U,CALIFORNIA NORTH AREA,Y
1004154,0.0,U,TENNESSEE AREA,N
1004173,1.333333333,N,NEW YORK CITY AREA,N
1004210,0.0,U,CALIFORNIA NORTH AREA,Y
1004217,0.666666667,Y,CALIFORNIA NORTH AREA,Y
1004232,0.0,U,DALLAS AREA,Y
1004236,0.0,U,MIDWEST AREA,Y
1004243,0.0,N,CENTRAL-SOUTH TEXAS AREA,Y
1004248,2.0,N,CENTRAL-SOUTH TEXAS AREA,Y
1004254,0.0,N,HOUSTON AREA,Y
1004302,0.0,N,CALIFORNIA NORTH AREA,Y
1004315,0.0,U,DALLAS AREA,Y
1004317,3.0,Y,CHICAGO AREA,N
1004332,0.0,U,OHIO AREA,Y
1004335,0.0,N,SOUTHWEST AREA,Y
1004352,3.666666667,U,DALLAS AREA,Y
1004368,0.333333333,Y,CALIFORNIA NORTH AREA,Y
1004371,0.0,N,GREAT LAKES AREA,N
1004401,0.0,U,SOUTHWEST AREA,Y
1004406,0.0,U,CENTRAL-SOUTH TEXAS AREA,Y
1004419,0.0,Y,NEW ENGLAND AREA,Y
1004428,0.0,U,DALLAS AREA,Y
1004435,9.333333333,N,DALLAS AREA,N
1004447,1.0,N,OHIO AREA,Y
1004451,2.666666667,Y,CALIFORNIA NORTH AREA,N
1004486,0.0,N,DC-MARYLAND-VIRGINIA AREA,Y
1004487,0.666666667,N,CALIFORNIA NORTH AREA,Y
1004488,4.666666667,U,GREAT LAKES AREA,N
1004502,1.0,U,NORTH FLORIDA AREA,Y
1004512,0.0,N,NORTHWEST-ROCKY MOUNTAIN AREA,Y
1004514,0.0,N,NORTHWEST-ROCKY MOUNTAIN AREA,Y
1004520,0.0,N,DALLAS AREA,N
1004528,0.0,N,NORTH FLORIDA AREA,Y
1004531,0.0,Y,NORTHWEST-ROCKY MOUNTAIN AREA,Y
1004535,1.0,Y,NEW ENGLAND AREA,Y
1004539,0.0,U,NORTHWEST-ROCKY MOUNTAIN AREA,Y
1004548,1.0,U,CENTRAL-SOUTH TEXAS AREA,
1004549,1.0,U,MIDWEST AREA,Y
1004557,1.0,Y,NEW ENGLAND AREA,N
1004559,0.0,Y,DALLAS AREA,Y
1004562,0.0,Y,GREAT LAKES AREA,N
1004580,0.0,U,MIDWEST AREA,Y
1004585,1.0,Y,MIDWEST AREA,Y
1004591,0.0,N,MIDWEST AREA,Y
1004594,0.0,U,DC-MARYLAND-VIRGINIA AREA,Y
1004604,3.666666667,U,DC-MARYLAND-VIRGINIA AREA,Y
1004614,7.0,N,NORTHWEST-ROCKY MOUNTAIN AREA,N
1004647,3.0,U,DALLAS AREA,Y
1004650,0.0,U,NEW ENGLAND AREA,Y
1004658,29.66666667,N,HOUSTON AREA,Y
1004659,0.0,N,OHIO AREA,Y
1004660,0.0,Y,CALIFORNIA NORTH AREA,Y
1004664,0.0,U,NORTH FLORIDA AREA,Y
1004669,0.0,N,OHIO AREA,Y
1004685,0.0,U,NEW YORK CITY AREA,Y
1004692,0.0,Y,CALIFORNIA NORTH AREA,Y
1004701,0.0,Y,CALIFORNIA NORTH AREA,N
1004702,0.0,N,DALLAS AREA,Y
1004707,0.0,U,PHILADELPHIA AREA,Y
1004719,1.666666667,U,GREAT LAKES AREA,Y
1004721,4.0,Y,MIDWEST AREA,Y
1004723,0.0,Y,CENTRAL-SOUTH TEXAS AREA,Y
1004727,0.0,N,MIDWEST AREA,Y
1004745,0.333333333,U,SOUTHWEST AREA,Y
1004747,2.333333333,N,SOUTHWEST AREA,Y
1004752,0.0,Y,SOUTHWEST AREA,Y
1004761,0.0,Y,GREAT LAKES AREA,Y
1004773,0.0,Y,CENTRAL-SOUTH TEXAS AREA,Y
1004777,0.333333333,N,SOUTH FLORIDA AREA,Y
1004780,0.0,U,MIDWEST AREA,Y
1004789,4.666666667,U,SOUTHWEST AREA,N
1004792,0.0,U,NEW YORK CITY AREA,Y
1004800,0.0,U,MIDWEST AREA,Y
1004806,0.0,N,PHILADELPHIA AREA,Y
1004811,2.0,N,OHIO AREA,Y
1004814,2.666666667,U,SOUTHWEST AREA,Y
1004838,0.0,N,CALIFORNIA NORTH AREA,Y
1004845,0.0,N,CENTRAL-SOUTH TEXAS AREA,Y
1004854,0.0,Y,DC-MARYLAND-VIRGINIA AREA,Y
1004868,0.0,Y,GREAT LAKES AREA,Y
1004884,0.0,Y,CALIFORNIA NORTH AREA,Y
1004888,0.333333333,N,MIDWEST AREA,Y
1004889,1.0,U,MIDWEST AREA,Y
1004896,0.0,N,NEW ENGLAND AREA,Y
1004897,0.0,U,MIDWEST AREA,Y
1004902,0.333333333,U,GREAT LAKES AREA,Y
1004909,0.0,U,GREAT LAKES AREA,N
1004920,2.0,U,PHILADELPHIA AREA,N
1004941,0.0,Y,NORTHWEST-ROCKY MOUNTAIN AREA,Y
1004969,0.0,Y,CENTRAL-SOUTH TEXAS AREA,Y
1004977,0.0,U,DC-MARYLAND-VIRGINIA AREA,Y
1004978,1.333333333,Y,CALIFORNIA NORTH AREA,Y
1004983,0.333333333,Y,HOUSTON AREA,Y
1004987,0.0,Y,NEW YORK CITY AREA,Y
1004990,0.666666667,U,CALIFORNIA NORTH AREA,Y
1005019,7.666666667,Y,SOUTH FLORIDA AREA,N
1005023,0.0,N,NEW YORK CITY AREA,Y
1005038,2.0,N,NEW ENGLAND AREA,Y
1005048,0.0,N,NORTH FLORIDA AREA,Y
1005049,0.0,Y,SOUTH FLORIDA AREA,Y
1005051,0.0,Y,NEW YORK CITY AREA,Y
1005052,0.0,Y,NEW YORK CITY AREA,N
1005063,0.0,Y,CALIFORNIA NORTH AREA,Y
1005071,0.0,U,NEW YORK CITY AREA,Y
1005078,0.0,N,NORTHWEST-ROCKY MOUNTAIN AREA,Y
1005103,0.0,Y,SOUTHWEST AREA,Y
1005107,3.333333333,N,DALLAS AREA,Y
1005108,0.0,Y,NORTH FLORIDA AREA,Y
1005122,0.0,N,SOUTHWEST AREA,N
1005128,0.333333333,U,NORTH FLORIDA AREA,Y
1005133,2.666666667,U,CENTRAL-SOUTH TEXAS AREA,N
1005137,0.0,U,SOUTHWEST AREA,Y
1005145,4.0,Y,DC-MARYLAND-VIRGINIA AREA,Y
1005160,0.0,U,CALIFORNIA NORTH AREA,N
1005187,0.0,U,CENTRAL-SOUTH TEXAS AREA,Y
1005194,0.333333333,Y,HOUSTON AREA,Y
1005219,0.666666667,N,DALLAS AREA,Y
1005230,0.0,Y,NEW YORK CITY AREA,Y
1005231,1.0,N,NEW YORK CITY AREA,Y
1005239,1.0,N,NEW YORK CITY AREA,Y
1005259,7.0,U,DALLAS AREA,Y
1005263,0.0,U,MIDWEST AREA,Y
1005300,0.0,Y,DC-MARYLAND-VIRGINIA AREA,Y
1005309,0.0,U,NEW YORK CITY AREA,Y
1005316,5.666666667,U,NEW YORK CITY AREA,Y
1005323,0.0,Y,NEW YORK CITY AREA,Y
1005325,0.666666667,U,PHILADELPHIA AREA,N
1005327,0.0,Y,DC-MARYLAND-VIRGINIA AREA,Y
1005337,0.0,N,NEW YORK CITY AREA,N
1005338,0.0,U,SOUTH FLORIDA AREA,Y
